"ID","name","country","location","redemption_account","volume_required","start_date","end_date","redemption_purpose"
"","f0103396","CN","CN-ZJ","Guedin Windfarm",41,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0103396"
"","f0103710","CN","CN-GZ","Guedin Windfarm",586,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0103710"
"","f0103851","CN","CN-XJ","Guedin Windfarm",845,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0103851"
"","f0107753","CN","CN-SH","Guedin Windfarm",20,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0107753"
"","f0108672","CN","CN-XJ","Guedin Windfarm",9,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0108672"
"","f0109040","CN","CN-FJ","Guedin Windfarm",79,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0109040"
"","f0109272","CN","CN-GD","Guedin Windfarm",264,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0109272"
"","f0109606","CN","CN-FJ","Guedin Windfarm",83,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0109606"
"","f0109743","CN","CN-JS","Guedin Windfarm",2,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0109743"
"","f0109901","CN","CN-LN","Guedin Windfarm",4,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0109901"
"","f0110110","CN","CN-HA","Guedin Windfarm",41,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0110110"
"","f0110442","CN","CN-FJ","Guedin Windfarm",195,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0110442"
"","f0110936","CN","CN-FJ","Guedin Windfarm",84,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0110936"
"","f0110944","CN","CN-GD","Guedin Windfarm",26,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0110944"
"","f0111174","CN","CN-GD","Guedin Windfarm",300,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0111174"
"","f0111499","CN","CN-SC","Guedin Windfarm",217,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0111499"
"","f0112087","CN","CN-FJ","Guedin Windfarm",789,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0112087"
"","f0112787","CN","CN-HN","Guedin Windfarm",77,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0112787"
"","f0113008","CN","HK","Guedin Windfarm",2,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0113008"
"","f0114338","CN","CN-GD","Guedin Windfarm",10,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0114338"
"","f0114868","CN","CN-XX","Guedin Windfarm",385,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0114868"
"","f0114924","CN","CN-FJ","Guedin Windfarm",156,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0114924"
"","f0116211","CN","CN-SD","Guedin Windfarm",27,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0116211"
"","f0116628","CN","CN-SH","Guedin Windfarm",321,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0116628"
"","f0117146","CN","CN-BJ","Guedin Windfarm",3,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0117146"
"","f0117450","CN","CN-SD","Guedin Windfarm",69,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0117450"
"","f0118360","CN","CN-ZJ","Guedin Windfarm",558,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0118360"
"","f0118917","CN","CN-ZJ","Guedin Windfarm",2,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0118917"
"","f0119997","CN","CN-SH","Guedin Windfarm",168,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0119997"
"","f0120983","CN","CN-FJ","Guedin Windfarm",125,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0120983"
"","f0121450","CN","CN-FJ","Guedin Windfarm",79,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0121450"
"","f0121533","CN","CN-ZJ","Guedin Windfarm",1,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0121533"
"","f0121602","CN","HK","Guedin Windfarm",92,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0121602"
"","f0121768","CN","CN-GD","Guedin Windfarm",641,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0121768"
"","f0121771","CN","CN-GD","Guedin Windfarm",1,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0121771"
"","f0123931","CN","CN-FJ","Guedin Windfarm",346,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0123931"
"","f0124036","CN","CN-JX","Guedin Windfarm",266,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0124036"
"","f0124126","CN","CN-SD","Guedin Windfarm",1,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0124126"
"","f0124944","CN","CN-HA","Guedin Windfarm",18,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0124944"
"","f0128788","CN","CN-GD","Guedin Windfarm",96,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0128788"
"","f0129403","CN","CN-GD","Guedin Windfarm",408,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0129403"
"","f0130912","CN","HK","Guedin Windfarm",8,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0130912"
"","f0131419","CN","CN-BJ","Guedin Windfarm",114,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0131419"
"","f0133379","CN","CN-XX","Guedin Windfarm",124,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0133379"
"","f0133833","CN","CN-XX","Guedin Windfarm",757,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0133833"
"","f0133886","CN","CN-GD","Guedin Windfarm",4,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0133886"
"","f0134286","CN","CN-SC","Guedin Windfarm",403,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0134286"
"","f0135934","CN","CN-XX","Guedin Windfarm",359,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0135934"
"","f0136014","CN","CN-JS","Guedin Windfarm",843,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0136014"
"","f0136033","CN","CN-GD","Guedin Windfarm",61,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0136033"
"","f0137019","CN","CN-BJ","Guedin Windfarm",1360,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0137019"
"","f0141446","CN","CN-JS","Guedin Windfarm",816,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0141446"
"","f0141614","CN","CN-FJ","Guedin Windfarm",236,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0141614"
"","f0143110","CN","CN-XX","Guedin Windfarm",265,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0143110"
"","f0143928","CN","CN-JS","Guedin Windfarm",177,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0143928"
"","f0144194","CN","CN-XX","Guedin Windfarm",372,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0144194"
"","f0144313","CN","CN-SD","Guedin Windfarm",2825,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0144313"
"","f0144615","CN","CN-GD","Guedin Windfarm",1,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0144615"
"","f0145313","CN","CN-XJ","Guedin Windfarm",80,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0145313"
"","f0146301","CN","CN-GD","Guedin Windfarm",171,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0146301"
"","f0146393","CN","CN-GD","Guedin Windfarm",2423,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0146393"
"","f0146751","CN","CN-JS","Guedin Windfarm",78,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0146751"
"","f0146875","CN","CN-XJ","Guedin Windfarm",137,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0146875"
"","f0147565","CN","CN-JS","Guedin Windfarm",3,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0147565"
"","f0148627","CN","CN-HN","Guedin Windfarm",254,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0148627"
"","f0149026","CN","CN-JS","Guedin Windfarm",277,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0149026"
"","f0149132","CN","CN-SH","Guedin Windfarm",10,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0149132"
"","f0151281","CN","CN-XJ","Guedin Windfarm",735,"2021-05-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f0151281"
"","f01152","CN","CN-BJ","Tuokexun Windfarm Phase 1 and 2",11,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01152"
"","f01155","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",134,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01155"
"","f01272","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",706,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01272"
"","f01279","CN","CN-SC","Tuokexun Windfarm Phase 1 and 2",87,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01279"
"","f01280","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",144,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01280"
"","f01314","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",106,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01314"
"","f01782","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",1205,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f01782"
"","f02381","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02381"
"","f02399","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",113,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02399"
"","f02405","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",48,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02405"
"","f02416","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",593,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02416"
"","f02417","CN","CN-HE","Tuokexun Windfarm Phase 1 and 2",67,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02417"
"","f02419","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",540,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02419"
"","f02422","CN","CN-SN","Tuokexun Windfarm Phase 1 and 2",445,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02422"
"","f02492","CN","HK","Tuokexun Windfarm Phase 1 and 2",36,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02492"
"","f02625","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",103,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02625"
"","f02723","CN","CN-AH","Tuokexun Windfarm Phase 1 and 2",213,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02723"
"","f02838","CN","CN-SC","Tuokexun Windfarm Phase 1 and 2",205,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f02838"
"","f03134","CN","CN-TJ","Tuokexun Windfarm Phase 1 and 2",44,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03134"
"","f03144","CN","HK","Tuokexun Windfarm Phase 1 and 2",132,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03144"
"","f03328","CN","CN-HA","Tuokexun Windfarm Phase 1 and 2",300,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03328"
"","f03358","CN","CN-NM","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03358"
"","f03363","CN","CN-NM","Tuokexun Windfarm Phase 1 and 2",25,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03363"
"","f03364","CN","CN-NM","Tuokexun Windfarm Phase 1 and 2",76,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03364"
"","f03482","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",90,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f03482"
"","f04443","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f04443"
"","f05664","CN","HK","Tuokexun Windfarm Phase 1 and 2",6,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f05664"
"","f07969","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",6,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f07969"
"","f07998","CN","CN-HB","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f07998"
"","f08019","CN","CN-SD","Tuokexun Windfarm Phase 1 and 2",12,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f08019"
"","f08094","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",63,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f08094"
"","f08148","CN","HK","Tuokexun Windfarm Phase 1 and 2",73,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f08148"
"","f08157","CN","CN-BJ","Tuokexun Windfarm Phase 1 and 2",38,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f08157"
"","f08197","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",4,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f08197"
"","f08242","CN","HK","Tuokexun Windfarm Phase 1 and 2",2,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f08242"
"","f09002","CN","CN-SN","Tuokexun Windfarm Phase 1 and 2",296,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f09002"
"","f09589","CN","CN-HN","Tuokexun Windfarm Phase 1 and 2",2,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f09589"
"","f09620","CN","CN-SD","Tuokexun Windfarm Phase 1 and 2",80,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f09620"
"","f09693","CN","CN-XJ","Tuokexun Windfarm Phase 1 and 2",90,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f09693"
"","f010247","CN","CN-SD","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010247"
"","f010399","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",21,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010399"
"","f010400","CN","CN-LN","Tuokexun Windfarm Phase 1 and 2",265,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010400"
"","f010405","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010405"
"","f010507","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",32,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010507"
"","f010528","CN","CN-CQ","Tuokexun Windfarm Phase 1 and 2",7,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f010528"
"","f014251","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",181,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f014251"
"","f014394","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f014394"
"","f014522","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",85,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f014522"
"","f014569","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",104,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f014569"
"","f015233","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",43,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f015233"
"","f015685","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f015685"
"","f015885","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",552,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f015885"
"","f016276","CN","CN-BJ","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f016276"
"","f017665","CN","CN-LN","Tuokexun Windfarm Phase 1 and 2",157,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f017665"
"","f019002","CN","CN-FJ","Tuokexun Windfarm Phase 1 and 2",550,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f019002"
"","f019362","CN","CN-HB","Tuokexun Windfarm Phase 1 and 2",14,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f019362"
"","f019638","CN","CN-NM","Tuokexun Windfarm Phase 1 and 2",2,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f019638"
"","f020436","CN","CN-BJ","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f020436"
"","f020523","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f020523"
"","f020742","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",186,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f020742"
"","f021444","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",1,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f021444"
"","f021525","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",609,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f021525"
"","f021536","CN","CN-GD","Tuokexun Windfarm Phase 1 and 2",403,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f021536"
"","f021961","CN","CN-FJ","Tuokexun Windfarm Phase 1 and 2",301,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f021961"
"","f022111","CN","CN-FJ","Tuokexun Windfarm Phase 1 and 2",44,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022111"
"","f022227","CN","CN-JS","Tuokexun Windfarm Phase 1 and 2",28,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022227"
"","f022289","CN","CN-SC","Tuokexun Windfarm Phase 1 and 2",166,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022289"
"","f022308","CN","CN-AH","Tuokexun Windfarm Phase 1 and 2",24,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022308"
"","f022399","CN","CN-BJ","Tuokexun Windfarm Phase 1 and 2",12,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022399"
"","f022566","CN","CN-XX","Tuokexun Windfarm Phase 1 and 2",3,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022566"
"","f022687","CN","CN-SC","Tuokexun Windfarm Phase 1 and 2",2,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022687"
"","f022748","CN","CN-HA","Tuokexun Windfarm Phase 1 and 2",333,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022748"
"","f022832","CN","CN-BJ","Tuokexun Windfarm Phase 1 and 2",88,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022832"
"","f022853","CN","CN-FJ","Tuokexun Windfarm Phase 1 and 2",134,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f022853"
"","f023198","CN","CN-SN","Tuokexun Windfarm Phase 1 and 2",344,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023198"
"","f023200","CN","CN-SH","Tuokexun Windfarm Phase 1 and 2",109,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023200"
"","f023462","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",4,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023462"
"","f023534","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023534"
"","f023565","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",678,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023565"
"","f023660","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",86,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023660"
"","f023662","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",131,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023662"
"","f023678","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",43,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023678"
"","f023853","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",91,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023853"
"","f023854","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",76,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023854"
"","f023855","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",80,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023855"
"","f023858","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",33,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023858"
"","f023859","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",34,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023859"
"","f023861","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",37,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023861"
"","f023868","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",31,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023868"
"","f023869","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",34,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023869"
"","f023870","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",33,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023870"
"","f023871","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",32,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023871"
"","f023876","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",33,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023876"
"","f023928","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",34,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023928"
"","f023977","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",35,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023977"
"","f023978","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",36,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023978"
"","f023980","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",33,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023980"
"","f023981","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",36,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023981"
"","f023982","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023982"
"","f023983","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023983"
"","f023984","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",7,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023984"
"","f023985","CN","CN-ZJ","Tuokexun Windfarm Phase 1 and 2",5,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f023985"
"","f024006","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",88,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024006"
"","f024007","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",77,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024007"
"","f024008","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",69,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024008"
"","f024012","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",33,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024012"
"","f024013","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",40,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024013"
"","f024014","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",26,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024014"
"","f024015","CN","CN-XJ","Tuokexun Windfarm Phase 1 and 2",263,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024015"
"","f024066","CN","CN-SC","Tuokexun Windfarm Phase 1 and 2",47,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024066"
"","f024081","CN","CN-JX","Tuokexun Windfarm Phase 1 and 2",53,"2021-07-01","2021-08-31","Renewable energy purchase for node on the Filecoin network with minerID f024081"
