"contract_id","minerID","volume_MWh","attestation_id","defaulted","step4_ZL_contract_complete","step5_redemption_data_complete","step6_attestation_info_complete","step7_certificates_matched_to_supply","step8_IPLDrecord_complete","step9_transaction_complete","step10_volta_complete","step11_finalRecord_complete"
"20220207_SP_PL_transaction_1_contract_1","f023985",5,"20220207_SP_PL_transaction_1_attestation_107",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024006",97,"20220207_SP_PL_transaction_1_attestation_108",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024007",95,"20220207_SP_PL_transaction_1_attestation_109",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024008",81,"20220207_SP_PL_transaction_1_attestation_110",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024012",47,"20220207_SP_PL_transaction_1_attestation_111",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024013",55,"20220207_SP_PL_transaction_1_attestation_112",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024066",69,"20220207_SP_PL_transaction_1_attestation_113",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024081",59,"20220207_SP_PL_transaction_1_attestation_114",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024084",66,"20220207_SP_PL_transaction_1_attestation_115",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024136",45,"20220207_SP_PL_transaction_1_attestation_116",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024146",46,"20220207_SP_PL_transaction_1_attestation_117",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024147",47,"20220207_SP_PL_transaction_1_attestation_118",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024148",44,"20220207_SP_PL_transaction_1_attestation_119",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024182",9,"20220207_SP_PL_transaction_1_attestation_120",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024468",23,"20220207_SP_PL_transaction_1_attestation_121",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f024511",148,"20220207_SP_PL_transaction_1_attestation_122",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f025025",4,"20220207_SP_PL_transaction_1_attestation_123",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f029401",720,"20220207_SP_PL_transaction_1_attestation_124",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f029416",2,"20220207_SP_PL_transaction_1_attestation_125",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f029665",56,"20220207_SP_PL_transaction_1_attestation_126",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f030125",4,"20220207_SP_PL_transaction_1_attestation_127",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f030335",21,"20220207_SP_PL_transaction_1_attestation_128",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f030384",88,"20220207_SP_PL_transaction_1_attestation_129",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f032888",153,"20220207_SP_PL_transaction_1_attestation_130",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f033123",27,"20220207_SP_PL_transaction_1_attestation_131",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f034047",5,"20220207_SP_PL_transaction_1_attestation_132",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f034567",12,"20220207_SP_PL_transaction_1_attestation_133",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f034581",43,"20220207_SP_PL_transaction_1_attestation_134",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f034658",150,"20220207_SP_PL_transaction_1_attestation_135",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f034707",153,"20220207_SP_PL_transaction_1_attestation_136",0,0,0,0,0,0,0,0,0
