"certificate","volume_MWh","order_folder","contract","minerID","contract_country","certificate_country","country_match","contract_region","certificate_region","region_match","contract_start","certificate_start","start_match","contract_end","certificate_end","end_match","cert_within_contract","country_region_and_certWithinContract"
"20220429_SP_delivery_319_certificate_319",115,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0400307","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_320_certificate_320",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0400644","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_321_certificate_321",154,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0402431","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_322_certificate_322",22,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0403050","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_323_certificate_323",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0403177","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_324_certificate_324",297,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0404193","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_325_certificate_325",492,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0406475","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_326_certificate_326",24,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0406478","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_327_certificate_327",35,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0410242","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_328_certificate_328",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0410701","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_329_certificate_329",133,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0413684","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_330_certificate_330",33,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0413801","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_331_certificate_331",23,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0417918","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_332_certificate_332",193,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0419945","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_333_certificate_333",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0421858","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_334_certificate_334",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0422229","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_335_certificate_335",20,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0427393","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_336_certificate_336",784,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0427989","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_337_certificate_337",253,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0432329","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_338_certificate_338",105,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0432345","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_339_certificate_339",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0432382","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_340_certificate_340",85,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0432594","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_341_certificate_341",70,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0433688","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_342_certificate_342",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0435140","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_343_certificate_343",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0437246","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_344_certificate_344",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0440919","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_345_certificate_345",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0447181","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_346_certificate_346",136,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0449296","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_347_certificate_347",42,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0452808","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_348_certificate_348",169,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0456374","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_349_certificate_349",51,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0456740","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_350_certificate_350",61,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0456741","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_351_certificate_351",155,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0460078","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_352_certificate_352",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0461752","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_353_certificate_353",180,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0465477","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_354_certificate_354",121,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0469055","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_355_certificate_355",53,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0471007","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_356_certificate_356",684,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0471691","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_357_certificate_357",183,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0478563","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_358_certificate_358",458,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0485876","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_359_certificate_359",13,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0492360","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_360_certificate_360",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0492474","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_361_certificate_361",57,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0494603","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_362_certificate_362",12,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0497031","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_363_certificate_363",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0497636","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_364_certificate_364",44,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0498868","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_365_certificate_365",29,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0500878","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_366_certificate_366",79,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0503420","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_367_certificate_367",110,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0504985","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_368_certificate_368",35,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0505593","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_369_certificate_369",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0506630","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_370_certificate_370",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0508892","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_371_certificate_371",15,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0509062","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_372_certificate_372",25,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f0511732","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_373_certificate_373",29,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f03000","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_374_certificate_374",19,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f010493","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_375_certificate_375",19,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f010498","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_376_certificate_376",22,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f010505","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_377_certificate_377",22,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f010513","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_378_certificate_378",394,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f014386","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_379_certificate_379",2635,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f017242","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_380_certificate_380",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f019099","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_381_certificate_381",137,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f025017","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_382_certificate_382",20,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f034047","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_383_certificate_383",49,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f034567","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_384_certificate_384",358,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f034581","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_385_certificate_385",392,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f034658","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_386_certificate_386",2132,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f034707","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_387_certificate_387",39,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f035436","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_388_certificate_388",199,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f039515","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_389_certificate_389",145,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f040218","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_390_certificate_390",529,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f040332","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_391_certificate_391",1177,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f042540","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_392_certificate_392",1283,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f042558","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_393_certificate_393",202,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f042635","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_394_certificate_394",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f044160","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_395_certificate_395",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f045505","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_396_certificate_396",40,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f047666","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_397_certificate_397",735,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_3","f047843","CN","CN",true,"","",true,"2021-05-01","2021-05-01",true,"2021-08-31","2021-08-31",true,true,true
